
v_akpub_adm_group: ['nId', 'wstrName', 'nParentId', 'nVServer']
(0, '受管理设备', 2, None)
(1, '未分配的设备', None, None)
(4, 'WORKGROUP', 1, None)
(5, 'CCYY', 1, None)
(6, 'MSHOME', 1, None)
(7, '网络反攻击阻断组', 0, None)
(8, '住院部203网段', 0, None)
(9, '住院部202网段', 0, None)
(10, '住院部201网段', 0, None)
(11, '后勤204网段', 0, None)
(12, '检验科', 0, None)
(13, '物理服务器', 0, None)
(14, '206网段', 0, None)
(15, 'ts', 0, None)

v_akpub_host: ['nId', 'strName', 'wstrDisplayName', 'bIsSlaveServer', 'bHasUpadateAgent', 'wstrDnsName', 'wstrDnsDomain', 'wstrWinName', 'wstrWinDomain', 'tmLastVisible', 'tmLastInfoUpdate', 'tmLastUpdate', 'tmLastNagentConnected', 'tmLastFullScan', 'nGroup', 'nStatus', 'nVersionMajor', 'nVersionMinor', 'nComputerType', 'nPlatformType', 'nIp', 'nConnectionIp', 'bKeepConnection', 'nVirusCount', 'nUncured', 'nLastRtpState', 'nLastRtpErrorCode', 'wstrComment', 'nVServer', 'nSpMajor', 'nSpMinor', 'nProcType', 'binUserOwner', 'bCustomUserOwner', 'qwNagentBuild', 'bWuaSwitched', 'tmSystemLastStarted', 'bRebootRequired', 'nRebootRequestReason', 'tmRebootRequestTime', 'nEncryptionStatus', 'tmLastUaSearch', 'nVisibilityTimeout', 'bVmVdi', 'nVmType', 'nPkgMgrType']
(1, 'e8c425d0-3939-46ba-aee5-15fb67b99302', 'PC1', False, False, 'pc1', '', 'PC1', 'WORKGROUP', datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 26, 4, 50, 10), datetime.datetime(2019, 12, 26, 6, 34, 22), datetime.datetime(2019, 12, 20, 11, 0, 54), 0, 29, 6, 1, 69639, 2, 2130706433, 2130706433, True, 1, 0, 4, -1, None, 0, 1, 0, 2, None, False, 2814766969454592, False, datetime.datetime(2019, 12, 26, 6, 18, 23), False, 0, None, None, datetime.datetime(2019, 12, 26, 0, 0), 1440, False, 3, 0)
(2, '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', '0d0cfdee-9ad7-4a6d-8956-2b717d9248f0', True, False, '192.0.0.44', '', '192.0.0.44', '', datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), datetime.datetime(2019, 12, 26, 4, 16, 12, 400000), None, None, None, 3, 0, None, None, None, None, None, 0, False, 0, 0, 0, 0, None, 0, 0, 0, 0, None, False, 0, False, None, False, 0, None, None, None, 1440, False, 0, 0)
(886, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 192, 'Security Update', '', None)
(1123, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 193, 'Security Update', '', None)
(2074, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 196, 'Security Update', '', None)
(1606, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 197, 'Security Update', '', None)
(2475, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 198, 'Security Update', '', None)
(2811, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 199, 'Security Update', '', None)
(3121, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 203, 'Security Update', '', None)
(3530, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 204, 'Security Update', '', None)
(3902, 'KB3074543', 19, False, 'Security Update (KB3074543)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3074543', '', 212, 'Security Update', '', None)
(145, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 3, 'Security Update', '', None)
(4199, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 156, 'Security Update', '', None)
(887, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 192, 'Security Update', '', None)
(1124, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 193, 'Security Update', '', None)
(2075, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 196, 'Security Update', '', None)
(1607, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 197, 'Security Update', '', None)
(2476, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 198, 'Security Update', '', None)
(2812, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 199, 'Security Update', '', None)
(3122, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 203, 'Security Update', '', None)
(3903, 'KB3075220', 19, False, 'Security Update (KB3075220)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3075220', '', 212, 'Security Update', '', None)
(146, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 3, 'Security Update', '', None)
(4200, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 156, 'Security Update', '', None)
(888, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 192, 'Security Update', '', None)
(2114, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 196, 'Security Update', '', None)
(1646, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 197, 'Security Update', '', None)
(2477, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 198, 'Security Update', '', None)
(2813, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 199, 'Security Update', '', None)
(3123, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 203, 'Security Update', '', None)
(3531, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 204, 'Security Update', '', None)
(3904, 'KB3078601', 19, False, 'Security Update (KB3078601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078601', '', 212, 'Security Update', '', None)
(147, 'KB3078667', 19, False, 'Update (KB3078667)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3078667', '', 3, 'Update', '', None)
(148, 'KB3080149', 19, False, 'Update (KB3080149)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3080149', '', 3, 'Update', '', None)
(149, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 3, 'Security Update', '', None)
(4201, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 156, 'Security Update', '', None)
(889, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 192, 'Security Update', '', None)
(2115, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 196, 'Security Update', '', None)
(1647, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 197, 'Security Update', '', None)
(2516, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 198, 'Security Update', '', None)
(2814, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 199, 'Security Update', '', None)
(3124, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 203, 'Security Update', '', None)
(3532, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 204, 'Security Update', '', None)
(3905, 'KB3086255', 19, False, 'Security Update (KB3086255)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3086255', '', 212, 'Security Update', '', None)
(150, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 3, 'Security Update', '', None)
(4202, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 156, 'Security Update', '', None)
(890, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 192, 'Security Update', '', None)
(2116, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 196, 'Security Update', '', None)
(1648, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 197, 'Security Update', '', None)
(2517, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 198, 'Security Update', '', None)
(3125, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 203, 'Security Update', '', None)
(3533, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 204, 'Security Update', '', None)
(3906, 'KB3092601', 19, False, 'Security Update (KB3092601)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3092601', '', 212, 'Security Update', '', None)
(151, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 3, 'Security Update', '', None)
(4203, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 156, 'Security Update', '', None)
(891, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 192, 'Security Update', '', None)
(1125, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 193, 'Security Update', '', None)
(2117, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 196, 'Security Update', '', None)
(1649, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 197, 'Security Update', '', None)
(2518, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 198, 'Security Update', '', None)
(2815, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 199, 'Security Update', '', None)
(3126, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 203, 'Security Update', '', None)
(3534, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 204, 'Security Update', '', None)
(3907, 'KB3097989', 19, False, 'Security Update (KB3097989)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3097989', '', 212, 'Security Update', '', None)
(152, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 3, 'Security Update', '', None)
(4204, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 156, 'Security Update', '', None)
(892, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 192, 'Security Update', '', None)
(1126, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 193, 'Security Update', '', None)
(2118, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 196, 'Security Update', '', None)
(1650, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 197, 'Security Update', '', None)
(2519, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 198, 'Security Update', '', None)
(2816, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 199, 'Security Update', '', None)
(3127, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 203, 'Security Update', '', None)
(3535, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 204, 'Security Update', '', None)
(3908, 'KB3101722', 19, False, 'Security Update (KB3101722)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3101722', '', 212, 'Security Update', '', None)
(153, 'KB3107998', 19, False, 'Update (KB3107998)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3107998', '', 3, 'Update', '', None)
(154, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 3, 'Security Update', '', None)
(4205, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 156, 'Security Update', '', None)
(893, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 192, 'Security Update', '', None)
(1127, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 193, 'Security Update', '', None)
(2119, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 196, 'Security Update', '', None)
(1651, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 197, 'Security Update', '', None)
(2520, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 198, 'Security Update', '', None)
(2817, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 199, 'Security Update', '', None)
(3128, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 203, 'Security Update', '', None)
(3536, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 204, 'Security Update', '', None)
(3909, 'KB3108371', 19, False, 'Security Update (KB3108371)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108371', '', 212, 'Security Update', '', None)
(155, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 3, 'Security Update', '', None)
(4206, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 156, 'Security Update', '', None)
(894, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 192, 'Security Update', '', None)
(1128, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 193, 'Security Update', '', None)
(2120, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 196, 'Security Update', '', None)
(1652, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 197, 'Security Update', '', None)
(2521, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 198, 'Security Update', '', None)
(2818, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 199, 'Security Update', '', None)
(3129, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 203, 'Security Update', '', None)
(3537, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 204, 'Security Update', '', None)
(3910, 'KB3108664', 19, False, 'Security Update (KB3108664)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3108664', '', 212, 'Security Update', '', None)
(156, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 3, 'Security Update', '', None)
(4207, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 156, 'Security Update', '', None)
(895, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 192, 'Security Update', '', None)
(1129, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 193, 'Security Update', '', None)
(2121, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 196, 'Security Update', '', None)
(1653, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 197, 'Security Update', '', None)
(2522, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 198, 'Security Update', '', None)
(2819, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 199, 'Security Update', '', None)
(3130, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 203, 'Security Update', '', None)
(3538, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 204, 'Security Update', '', None)
(3911, 'KB3109103', 19, False, 'Security Update (KB3109103)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109103', '', 212, 'Security Update', '', None)
(157, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 3, 'Security Update', '', None)
(4208, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 156, 'Security Update', '', None)
(896, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 192, 'Security Update', '', None)
(1130, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 193, 'Security Update', '', None)
(2122, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 196, 'Security Update', '', None)
(1654, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 197, 'Security Update', '', None)
(2523, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 198, 'Security Update', '', None)
(2820, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 199, 'Security Update', '', None)
(3131, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 203, 'Security Update', '', None)
(3539, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 204, 'Security Update', '', None)
(3912, 'KB3109560', 19, False, 'Security Update (KB3109560)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3109560', '', 212, 'Security Update', '', None)
(158, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 3, 'Security Update', '', None)
(4209, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 156, 'Security Update', '', None)
(897, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 192, 'Security Update', '', None)
(1131, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 193, 'Security Update', '', None)
(2123, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 196, 'Security Update', '', None)
(1655, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 197, 'Security Update', '', None)
(2524, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 198, 'Security Update', '', None)
(2821, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 199, 'Security Update', '', None)
(3132, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 203, 'Security Update', '', None)
(3540, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 204, 'Security Update', '', None)
(3913, 'KB3110329', 19, False, 'Security Update (KB3110329)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3110329', '', 212, 'Security Update', '', None)
(159, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 3, 'Security Update', '', None)
(4210, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 156, 'Security Update', '', None)
(935, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 192, 'Security Update', '', None)
(1132, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 193, 'Security Update', '', None)
(2124, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 196, 'Security Update', '', None)
(1656, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 197, 'Security Update', '', None)
(2525, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 198, 'Security Update', '', None)
(2822, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 199, 'Security Update', '', None)
(3133, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 203, 'Security Update', '', None)
(3914, 'KB3122648', 19, False, 'Security Update (KB3122648)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3122648', '', 212, 'Security Update', '', None)
(160, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 3, 'Security Update', '', None)
(4211, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 156, 'Security Update', '', None)
(936, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 192, 'Security Update', '', None)
(1133, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 193, 'Security Update', '', None)
(2125, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 196, 'Security Update', '', None)
(1657, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 197, 'Security Update', '', None)
(2526, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 198, 'Security Update', '', None)
(2823, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 199, 'Security Update', '', None)
(3134, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 203, 'Security Update', '', None)
(3541, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 204, 'Security Update', '', None)
(3915, 'KB3124275', 19, False, 'Security Update (KB3124275)', '', 'Microsoft Windows', '', 'http://support.microsoft.com/?kbid=3124275', '', 212, 'Security Update', '', None)
